OTUid	Kingdom	K_identity	Phylum	P_identity	Class	C_identity	Order	O_identity	Family	F_identity	Genus	G_identity	Species	S_identity
Zotu555	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Alcaligenaceae	1	Achromobacter	1	Achromobacter_spanius	0.51
Zotu650	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Alcaligenaceae	1	Achromobacter	1	Achromobacter_spanius	1
Zotu404	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	AsCoM_f_152	1	Acidibacter	1	AsCoM_s_3067	0.91
Zotu427	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	AsCoM_f_152	1	Acidibacter	1	AsCoM_s_643	1
Zotu560	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	AsCoM_f_152	1	Acidibacter	1	AsCoM_s_643	1
Zotu692	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	AsCoM_f_152	1	Acidibacter	1	AsCoM_s_643	1
Zotu732	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Xanthomonadales	1	AsCoM_f_152	1	Acidibacter	1	AsCoM_s_3067	0.82
Zotu1830	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	0.95	Acidovorax	0.68	Acidovorax_radicis	0.68
Zotu311	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	1	Burkholderiales	1	Comamonadaceae	1	Acidovorax	0.68	Acidovorax_radicis	0.4
Zotu9867	Bacteria	1	Proteobacteria	1	Gammaproteobacteria	0.98	Burkholderiales	0.97	Comamonadaceae	0.97	Acidovorax	0.64	Acidovorax_radicis	0.64
Zotu1433	Bacteria	1	Actinobacteria	0.98	Actinobacteria	0.98	Streptosporangiales	0.98	Thermomonosporaceae	0.98	Actinocorallia	0.98	AsCoM_s_9816	0.98
Zotu279	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptosporangiales	1	Thermomonosporaceae	1	Actinocorallia	1	AsCoM_s_9816	1
Zotu480	Bacteria	1	Actinobacteria	1	Actinobacteria	1	Streptosporangiales	1	Thermomonosporaceae	1	Actinocorallia	1	AsCoM_s_9816	1
Zotu308	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.85	Xanthobacteraceae	0.99	Afipia	0.99	Afipia_broomeae	0.74
Zotu1004	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.72	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.64	Rhizobium_laguerreae	0.63
Zotu10387	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.97	Rhizobiaceae	0.97	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.97	Rhizobium_laguerreae	0.51
Zotu10413	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	Rhizobium_laguerreae	0.7
Zotu1055	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.96	AsCoM_s_687	0.71
Zotu10601	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.71	Rhizobiaceae	0.66	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.57	Agrobacterium_radiobacter	0.37
Zotu10661	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.94	Rhizobiaceae	0.69	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.5	Agrobacterium_radiobacter	0.28
Zotu10767	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.65	Rhizobiaceae	0.65	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.34	AsCoM_s_1861	0.24
Zotu1085	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.62	Rhizobiaceae	0.62	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.61	Rhizobium_laguerreae	0.61
Zotu109	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	Rhizobium_laguerreae	0.75
Zotu1098	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.95	Rhizobiaceae	0.95	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.95	AsCoM_s_340	0.87
Zotu10997	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.6	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.52	Rhizobium_grahamii	0.17
Zotu110	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.98	Rhizobium_laguerreae	0.97
Zotu113	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.94	Rhizobiaceae	0.94	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.92	Rhizobium_laguerreae	0.92
Zotu1245	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.95	Rhizobiaceae	0.95	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.9	Rhizobium_laguerreae	0.75
Zotu1271	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.98	Rhizobiales	0.98	Rhizobiaceae	0.98	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.97	Rhizobium_rosettiformans	0.32
Zotu1319	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.77	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.77	Rhizobium_laguerreae	0.77
Zotu1324	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.8	Rhizobiaceae	0.8	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.78	Rhizobium_laguerreae	0.78
Zotu136	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.73	Rhizobiaceae	0.73	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.71	Rhizobium_laguerreae	0.7
Zotu141	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.85	Rhizobiaceae	0.85	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.83	Rhizobium_laguerreae	0.83
Zotu1451	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.54	Rhizobiaceae	0.53	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.52	AsCoM_s_6113	0.43
Zotu148	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.94	Rhizobiaceae	0.94	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.92	Rhizobium_laguerreae	0.92
Zotu155	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.98	Rhizobiaceae	0.98	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.96	Pararhizobium_herbae	0.93
Zotu156	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	AsCoM_s_340	0.78
Zotu1616	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.98	Rhizobiaceae	0.95	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.95	Rhizobium_laguerreae	0.94
Zotu162	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.99	AsCoM_s_340	0.89
Zotu163	Bacteria	1	Proteobacteria	0.98	Alphaproteobacteria	0.98	Rhizobiales	0.6	Rhizobiaceae	0.57	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.52	Rhizobium_jaguaris	0.39
Zotu170	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.93	Rhizobiales	0.93	Rhizobiaceae	0.93	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.93	AsCoM_s_340	0.83
Zotu1711	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.51	Rhizobium_laguerreae	0.5
Zotu1736	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.47	AsCoM_s_1861	0.38
Zotu1790	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.99	Rhizobiales	0.93	Rhizobiaceae	0.93	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.92	Rhizobium_laguerreae	0.92
Zotu19	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.85	Rhizobiaceae	0.85	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.83	Rhizobium_laguerreae	0.83
Zotu1981	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	Rhizobium_laguerreae	1
Zotu200	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.57	Rhizobiales	0.57	Rhizobiaceae	0.57	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.53	Zoogloea_ramigera	0.43
Zotu2008	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.83	Rhizobiaceae	0.83	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.81	AsCoM_s_687	0.76
Zotu214	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.99	Rhizobiaceae	0.98	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.97	AsCoM_s_340	0.89
Zotu2152	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.7	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.7	AsCoM_s_340	0.7
Zotu22	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	AsCoM_s_340	0.92
Zotu221	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.85	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.85	Rhizobium_laguerreae	0.85
Zotu224	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.78	Rhizobiaceae	0.78	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.75	Rhizobium_laguerreae	0.61
Zotu23	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.94	Rhizobiaceae	0.94	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.92	Rhizobium_laguerreae	0.92
Zotu2371	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.99	Rhizobiales	0.56	Rhizobiaceae	0.56	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.48	Rhizobium_laguerreae	0.47
Zotu238	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.95	Rhizobiaceae	0.95	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.94	AsCoM_s_340	0.86
Zotu239	Bacteria	1	Proteobacteria	0.97	Alphaproteobacteria	0.97	Rhizobiales	0.77	Rhizobiaceae	0.76	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.65	Rhizobium_jaguaris	0.48
Zotu2405	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.99	Rhizobiales	0.46	"	Rhizobiaceae"	0.46	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.35	Rhizobium_laguerreae	0.3
Zotu2423	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.99	Rhizobiales	0.99	Rhizobiaceae	0.89	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.58	Pararhizobium_herbae	0.21
Zotu246	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.93	Rhizobiaceae	0.93	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.91	Pararhizobium_herbae	0.9
Zotu2502	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.9	Rhizobiaceae	0.89	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.89	Rhizobium_laguerreae	0.54
Zotu251	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.9	Rhizobiaceae	0.9	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.87	Rhizobium_laguerreae	0.69
Zotu252	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.52	Rhizobium_laguerreae	0.49
Zotu262	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	Pararhizobium_herbae	1
Zotu268	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.89	Rhizobiaceae	0.89	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.87	Pararhizobium_herbae	0.86
Zotu276	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.99	Rhizobiales	0.88	Rhizobiaceae	0.86	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.85	AsCoM_s_1861	0.78
Zotu280	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.99	AsCoM_s_170	0.65
Zotu2849	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.96	Rhizobiales	0.96	Rhizobiaceae	0.96	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.96	AsCoM_s_340	0.96
Zotu29	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.94	Rhizobiaceae	0.94	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.92	Rhizobium_laguerreae	0.92
Zotu290	Bacteria	1	Proteobacteria	0.97	Alphaproteobacteria	0.97	Rhizobiales	0.81	Rhizobiaceae	0.8	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.67	Rhizobium_jaguaris	0.5
Zotu293	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.99	Rhizobiales	0.96	Rhizobiaceae	0.94	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.93	AsCoM_s_1861	0.82
Zotu301	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.99	Rhizobiales	0.97	Rhizobiaceae	0.95	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.94	AsCoM_s_1861	0.83
Zotu32	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	Rhizobium_laguerreae	1
Zotu320	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	AsCoM_s_687	0.93
Zotu340	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	AsCoM_s_340	0.89
Zotu3516	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.87	Rhizobiaceae	0.86	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.86	AsCoM_s_340	0.86
Zotu352	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.98	Rhizobiaceae	0.98	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.96	Rhizobium_laguerreae	0.96
Zotu354	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.9	Rhizobiaceae	0.9	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.87	Rhizobium_laguerreae	0.69
Zotu362	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	Rhizobium_giardinii	0.97
Zotu3626	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.83	Rhizobiaceae	0.83	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.83	Rhizobium_acidisoli	0.44
Zotu3649	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.83	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.83	Pararhizobium_herbae	0.82
Zotu367	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	AsCoM_s_1861	0.67
Zotu370	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.97	AsCoM_s_1861	0.85
Zotu374	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.99	Rhizobiaceae	0.99	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.97	Pararhizobium_herbae	0.94
Zotu377	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.91	Rhizobiales	0.91	Rhizobiaceae	0.91	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.91	Pararhizobium_herbae	0.83
Zotu3790	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.83	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.83	AsCoM_s_340	0.8
Zotu3850	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.89	Rhizobiales	0.88	Rhizobiaceae	0.86	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.86	AsCoM_s_340	0.86
Zotu387	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.55	Rhizobium_laguerreae	0.4
Zotu389	Bacteria	1	Proteobacteria	0.97	Alphaproteobacteria	0.97	Rhizobiales	0.7	Rhizobiaceae	0.67	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.6	Rhizobium_jaguaris	0.44
Zotu39	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.72	Rhizobium_favelukesii	0.51
Zotu3969	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.98	Rhizobiales	0.98	Rhizobiaceae	0.98	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.95	Rhizobium_laguerreae	0.86
Zotu3984	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.63	Rhizobiales	0.63	Rhizobiaceae	0.62	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.62	Rhizobium_laguerreae	0.38
Zotu4062	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.96	Rhizobiales	0.95	Rhizobiaceae	0.95	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.95	AsCoM_s_340	0.94
Zotu4094	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.76	Rhizobiaceae	0.76	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.76	Rhizobium_acidisoli	0.4
Zotu410	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.91	AsCoM_s_11976	0.33
Zotu4145	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.98	Rhizobiaceae	0.98	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.98	AsCoM_s_340	0.97
Zotu418	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.71	Rhizobiaceae	0.71	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.68	Rhizobium_laguerreae	0.67
Zotu43	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	AsCoM_s_170	0.88
Zotu4451	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.97	Rhizobiales	0.97	Rhizobiaceae	0.97	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.97	AsCoM_s_340	0.95
Zotu448	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.89	Rhizobiaceae	0.89	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.87	Rhizobium_laguerreae	0.87
Zotu460	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.99	AsCoM_s_1861	0.79
Zotu489	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.77	AsCoM_s_1861	0.54
Zotu49	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.64	Rhizobium_laguerreae	0.62
Zotu497	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.83	Rhizobiales	0.83	Rhizobiaceae	0.82	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.71	AsCoM_s_1861	0.33
Zotu5	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	Rhizobium_laguerreae	1
Zotu506	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	AsCoM_s_1861	0.82
Zotu516	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.99	Pararhizobium_herbae	0.96
Zotu539	Bacteria	1	Proteobacteria	0.98	Alphaproteobacteria	0.98	Rhizobiales	0.89	Rhizobiaceae	0.87	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.7	Rhizobium_jaguaris	0.5
Zotu564	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.99	AsCoM_s_1861	0.85
Zotu565	Bacteria	1	Proteobacteria	0.99	Alphaproteobacteria	0.99	Rhizobiales	0.95	Rhizobiaceae	0.93	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.92	AsCoM_s_1861	0.82
Zotu5783	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	0.77	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.72	Agrobacterium_radiobacter	0.25
Zotu580	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.79	Rhizobiaceae	0.78	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.78	Rhizobium_laguerreae	0.75
Zotu584	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.99	Rhizobiaceae	0.96	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.95	AsCoM_s_1861	0.84
Zotu587	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.78	Rhizobiaceae	0.78	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.76	Rhizobium_laguerreae	0.75
Zotu59	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.98	Rhizobiaceae	0.98	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.96	Rhizobium_laguerreae	0.96
Zotu591	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.97	Rhizobiaceae	0.97	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.94	Rhizobium_laguerreae	0.74
Zotu6155	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	Rhizobium_laguerreae	0.53
Zotu6289	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.61	Rhizobiales	0.61	Rhizobiaceae	0.61	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.61	AsCoM_s_340	0.61
Zotu63	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	AsCoM_s_1861	0.88
Zotu632	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.77	Rhizobiales	0.77	Rhizobiaceae	0.77	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.74	Rhizobium_jaguaris	0.46
Zotu6330	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	1	Rhizobium_laguerreae	0.7
Zotu66	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	1	Rhizobiaceae	1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.99	Rhizobium_jaguaris	0.73
Zotu664	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.94	Rhizobiales	0.94	Rhizobiaceae	0.94	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.89	AsCoM_s_1861	0.58
Zotu67	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.89	Rhizobiaceae	0.89	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.87	Rhizobium_laguerreae	0.87
Zotu678	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	0.97	Rhizobiales	0.97	Rhizobiaceae	0.97	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.88	Rhizobium_laguerreae	0.66
Zotu73	Bacteria	1	Proteobacteria	1	Alphaproteobacteria	1	Rhizobiales	0.89	Rhizobiaceae	0.89	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0.88	AsCoM_s_340	0.81
